Station;Latitude (°N);Longitude (°E);Altitude (m);Temperature (ºC);PH; DO (%)     ; Spc (µS/cm);Sal (%)
KR1;6.389.546;  -22.056914;246;87.5;3.1;    91                    ;        2.543;      0.53
